id,movie_id,genre_id,genre_name
770,1893,878,ScienceFiction
771,49519,12,Adventure
772,49519,16,Animation
773,49519,35,Comedy
774,49519,10751,Family
775,49519,14,Fantasy
776,2395,14,Fantasy
777,2395,12,Adventure
778,2395,35,Comedy
779,2395,10751,Family
780,12100,18,Drama
781,12100,28,Action
782,12100,36,History
783,12100,10752,War
784,290595,28,Action
785,290595,12,Adventure
786,290595,18,Drama
787,98566,878,ScienceFiction
788,98566,28,Action
789,98566,12,Adventure
790,98566,14,Fantasy
791,98566,35,Comedy
792,49047,878,ScienceFiction
793,49047,53,Thriller
794,49047,18,Drama
795,9619,28,Action
796,9619,12,Adventure
797,9619,53,Thriller
798,308531,14,Fantasy
799,308531,28,Action
800,308531,12,Adventure
801,308531,35,Comedy
802,166424,28,Action
803,166424,12,Adventure
804,166424,878,ScienceFiction
805,1593,28,Action
806,1593,12,Adventure
807,1593,35,Comedy
808,1593,10751,Family
809,1593,14,Fantasy
810,254128,28,Action
811,254128,18,Drama
812,254128,53,Thriller
813,714,12,Adventure
814,714,28,Action
815,714,53,Thriller
816,2024,18,Drama
817,2024,36,History
818,2024,10752,War
819,2024,28,Action
820,163,53,Thriller
821,163,80,Crime
822,787,28,Action
823,787,35,Comedy
824,787,18,Drama
825,787,53,Thriller
826,262500,12,Adventure
827,262500,878,ScienceFiction
828,262500,53,Thriller
829,2567,18,Drama
830,38745,35,Comedy
831,40805,28,Action
832,40805,80,Crime
833,40805,35,Comedy
834,53182,28,Action
835,53182,10752,War
836,41513,16,Animation
837,41513,10751,Family
838,41513,12,Adventure
839,41513,35,Comedy
840,41513,14,Fantasy
841,13700,16,Animation
842,13700,10751,Family
843,262504,12,Adventure
844,262504,878,ScienceFiction
845,39254,28,Action
846,39254,878,ScienceFiction
847,39254,18,Drama
848,77931,14,Fantasy
849,77931,10751,Family
850,77931,35,Comedy
851,77931,16,Animation
852,1639,28,Action
853,1639,12,Adventure
854,1639,53,Thriller
855,80274,878,ScienceFiction
856,80274,28,Action
857,80274,12,Adventure
858,1571,28,Action
859,1571,53,Thriller
860,120,12,Adventure
861,120,14,Fantasy
862,120,28,Action
863,10204,28,Action
864,10204,12,Adventure
865,10204,35,Comedy
866,8489,18,Drama
867,10588,35,Comedy
868,10588,14,Fantasy
869,10588,10751,Family
870,2048,28,Action
871,2048,878,ScienceFiction
872,1495,18,Drama
873,1495,28,Action
874,1495,12,Adventure
875,1495,36,History
876,1495,10752,War
877,10137,16,Animation
878,10137,14,Fantasy
879,10137,10751,Family
880,10137,35,Comedy
881,10198,10749,Romance
882,10198,10751,Family
883,10198,16,Animation
884,10198,10402,Music
885,286217,18,Drama
886,286217,12,Adventure
887,286217,878,ScienceFiction
888,1635,28,Action
889,1635,53,Thriller
890,1635,878,ScienceFiction
891,1635,12,Adventure
892,24113,35,Comedy
893,24113,10749,Romance
894,9679,28,Action
895,9679,80,Crime
896,9679,53,Thriller
897,98,28,Action
898,98,18,Drama
899,98,12,Adventure
900,180,28,Action
901,180,53,Thriller
902,180,878,ScienceFiction
903,180,9648,Mystery
904,672,12,Adventure
905,672,14,Fantasy
906,672,10751,Family
907,36557,12,Adventure
908,36557,28,Action
909,36557,53,Thriller
910,869,53,Thriller
911,869,878,ScienceFiction
912,869,28,Action
913,869,12,Adventure
914,280,28,Action
915,280,53,Thriller
916,280,878,ScienceFiction
917,11322,36,History
918,11322,80,Crime
919,11322,18,Drama
920,4982,18,Drama
921,4982,80,Crime
922,36955,28,Action
923,36955,53,Thriller
924,18487,53,Thriller
925,18487,18,Drama
926,18487,80,Crime
927,39451,35,Comedy
928,39451,10749,Romance
929,27581,28,Action
930,27581,35,Comedy
931,27581,80,Crime
932,9268,28,Action
933,9268,18,Drama
934,9268,9648,Mystery
935,9268,53,Thriller
936,68718,18,Drama
937,68718,37,Western
938,10545,18,Drama
939,10545,16,Animation
940,10545,10751,Family
941,11688,12,Adventure
942,11688,16,Animation
943,11688,35,Comedy
944,11688,10751,Family
945,11688,14,Fantasy
946,76163,28,Action
947,76163,12,Adventure
948,76163,53,Thriller
949,2059,12,Adventure
950,2059,28,Action
951,2059,53,Thriller
952,2059,9648,Mystery
953,2486,14,Fantasy
954,2486,28,Action
955,2486,12,Adventure
956,2486,10751,Family
957,16523,10751,Family
958,16523,14,Fantasy
959,116711,16,Animation
960,116711,12,Adventure
961,116711,10751,Family
962,116711,14,Fantasy
963,37710,28,Action
964,37710,53,Thriller
965,37710,10749,Romance
966,9946,28,Action
967,9946,14,Fantasy
968,9946,27,Horror
969,9946,9648,Mystery
970,1372,18,Drama
971,1372,53,Thriller
972,1372,28,Action
973,106646,80,Crime
974,106646,18,Drama
975,106646,35,Comedy
976,414,28,Action
977,414,80,Crime
978,414,14,Fantasy
979,563,12,Adventure
980,563,28,Action
981,563,53,Thriller
982,563,878,ScienceFiction
983,83542,18,Drama
984,83542,878,ScienceFiction
985,41216,16,Animation
986,41216,12,Adventure
987,41216,10751,Family
988,41216,14,Fantasy
989,314,28,Action
990,314,80,Crime
991,184315,28,Action
992,184315,12,Adventure
993,9016,12,Adventure
994,9016,16,Animation
995,9016,10751,Family
996,9016,14,Fantasy
997,9016,878,ScienceFiction
998,18162,12,Adventure
999,18162,35,Comedy
1000,18162,878,ScienceFiction
1001,138103,28,Action
1002,138103,12,Adventure
1003,138103,53,Thriller
1004,257088,28,Action
1005,257088,80,Crime
1006,257088,53,Thriller
1007,10214,14,Fantasy
1008,10214,35,Comedy
1009,10214,10751,Family
1010,10214,12,Adventure
1011,205775,53,Thriller
1012,205775,18,Drama
1013,205775,12,Adventure
1014,205775,28,Action
1015,205775,36,History
1016,11692,28,Action
1017,11692,35,Comedy
1018,11692,878,ScienceFiction
1019,22972,10752,War
1020,22972,28,Action
1021,22972,12,Adventure
1022,22972,18,Drama
1023,22972,53,Thriller
1024,227973,16,Animation
1025,29193,80,Crime
1026,29193,18,Drama
1027,29193,9648,Mystery
1028,29193,53,Thriller
1029,1734,12,Adventure
1030,1734,28,Action
1031,1734,14,Fantasy
1032,3131,18,Drama
1033,3131,36,History
1034,3131,80,Crime
1035,76758,18,Drama
1036,76758,36,History
1037,76758,10752,War
1038,9408,16,Animation
1039,9408,35,Comedy
1040,9408,10751,Family
1041,9890,28,Action
1042,9890,35,Comedy
1043,9890,878,ScienceFiction
1044,855,28,Action
1045,855,36,History
1046,855,10752,War
1047,77953,35,Comedy
1048,18,12,Adventure
1049,18,14,Fantasy
1050,18,28,Action
1051,18,53,Thriller
1052,18,878,ScienceFiction
1053,37786,35,Comedy
1054,37786,18,Drama
1055,37786,10749,Romance
1056,10501,12,Adventure
1057,10501,16,Animation
1058,10501,35,Comedy
1059,10501,10751,Family
1060,57800,16,Animation
1061,57800,35,Comedy
1062,57800,12,Adventure
1063,57800,10751,Family
1064,150689,10749,Romance
1065,150689,14,Fantasy
1066,150689,10751,Family
1067,150689,18,Drama
1068,7980,14,Fantasy
1069,7980,18,Drama
1070,12,16,Animation
1071,12,10751,Family
1072,122,12,Adventure
1073,122,14,Fantasy
1074,122,28,Action
1075,121,12,Adventure
1076,121,14,Fantasy
1077,121,28,Action
1078,68737,12,Adventure
1079,68737,14,Fantasy
1080,1995,12,Adventure
1081,1995,14,Fantasy
1082,1995,28,Action
1083,1995,53,Thriller
1084,157353,53,Thriller
1085,157353,878,ScienceFiction
1086,157353,18,Drama
1087,157353,9648,Mystery
1088,331,12,Adventure
1089,331,28,Action
1090,331,53,Thriller
1091,331,878,ScienceFiction
1092,61791,53,Thriller
1093,61791,28,Action
1094,61791,18,Drama
1095,61791,878,ScienceFiction
1096,8204,12,Adventure
1097,8204,10751,Family
1098,8204,14,Fantasy
1099,47964,28,Action
1100,47964,53,Thriller
1101,10733,37,Western
1102,10733,36,History
1103,10733,10752,War
1104,9806,28,Action
1105,9806,12,Adventure
1106,9806,16,Animation
1107,9806,10751,Family
1108,1408,28,Action
1109,1408,12,Adventure
1110,32657,12,Adventure
1111,32657,14,Fantasy
1112,32657,10751,Family
1113,607,28,Action
1114,607,12,Adventure
1115,607,35,Comedy
1116,607,878,ScienceFiction
1117,863,16,Animation
1118,863,35,Comedy
1119,863,10751,Family
1120,44048,28,Action
1121,44048,53,Thriller
1122,5175,28,Action
1123,5175,35,Comedy
1124,5175,80,Crime
1125,5175,53,Thriller
1126,2655,18,Drama
1127,2655,27,Horror
1128,2655,9648,Mystery
1129,2655,53,Thriller
1130,22794,16,Animation
1131,22794,35,Comedy
1132,22794,10751,Family
1133,8355,16,Animation
1134,8355,35,Comedy
1135,8355,10751,Family
1136,8355,12,Adventure
1137,116745,12,Adventure
1138,116745,35,Comedy
1139,116745,18,Drama
1140,116745,14,Fantasy
1141,4327,28,Action
1142,4327,12,Adventure
1143,4327,35,Comedy
1144,4327,80,Crime
1145,4327,53,Thriller
1146,1422,18,Drama
1147,1422,53,Thriller
1148,1422,80,Crime
1149,10674,16,Animation
1150,10674,10751,Family
1151,10674,12,Adventure
1152,7446,28,Action
1153,7446,35,Comedy
1154,65754,53,Thriller
1155,65754,80,Crime
1156,65754,9648,Mystery
1157,65754,18,Drama
1158,1572,28,Action
1159,1572,53,Thriller
1160,10528,28,Action
1161,10528,12,Adventure
1162,10528,80,Crime
1163,10528,9648,Mystery
1164,271969,18,Drama
1165,10865,16,Animation
1166,10865,10751,Family
1167,10865,12,Adventure
1168,10865,878,ScienceFiction
1169,258509,12,Adventure
1170,258509,16,Animation
1171,258509,35,Comedy
1172,258509,10751,Family
1173,2253,18,Drama
1174,2253,53,Thriller
1175,2253,36,History
1176,2253,10752,War
1177,10661,35,Comedy
1178,10661,28,Action
1179,257344,28,Action
1180,257344,35,Comedy
1181,257344,878,ScienceFiction
1182,644,18,Drama
1183,644,878,ScienceFiction
1184,644,12,Adventure
1185,10756,53,Thriller
1186,10756,14,Fantasy
1187,10756,35,Comedy
1188,10756,10751,Family
1189,10756,9648,Mystery
